country,ccode,date,year,occasion,documentname,reportconsidered,womensrightsissue,vaw,econ,vawecon,womensrights01,documenttype,originalrecnumber,newrecnumberA,action,precision,recommendation,post_2009,jurisrepeatrec,jurisinstancerec,number_actions,nomention,compliance,inaction,consideration,delegation,execution,missingmaterial,recnumberfinal_CEDAW,field31,field32,field33,field34,field35,field36,field37,field38,field39,field40,field41,field42,field43,field44,field45,field46,field47,field48,field49,field50,field51,id,institution
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,24a,11,6,3,Strengthen its efforts to ensure that female victims of violence have immediate protection (including effective recourse to a shelter),1,.,.,1,0,0,0,0,1,1,,11,,,,,,,,,,,,,,,,,,,,,,CEDAW0010,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,25,12,8,2,Adopt measures to prevent suicides by victims of domestic violence,1,.,.,,0,0,0,0,0,1,,12,,,,,,,,,,,,,,,,,,,,,,CEDAW0011,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,26,13,6,2,"Ensure public officials, especially law enforcement officials, members of the judiciary, health-care providers and social workers, are fully sensitized to all forms of violence against women",1,.,.,,0,1,0,0,1,0,,13,,,,,,,,,,,,,,,,,,,,,,CEDAW0012,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,27,14,2,3,"Systemize data collection on violence against women, including domestic violence",1,.,.,,0,0,0,0,1,1,,14,,,,,,,,,,,,,,,,,,,,,,CEDAW0013,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,28,15,6,2,"Establish structures to help female victims of violence to rebuild their lives, including the creation of job opportunities",1,.,.,,0,0,0,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,CEDAW0014,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,29,16,4,3,"Pursue (in relationship with other stakeholders) awareness-raising campaigns through the media and public education programs to make violence against women socially  unacceptable, and to continue seeking international assistance towards this end.",1,.,.,,0,1,0,0,1,0,,16,,,,,,,,,,,,,,,,,,,,,,CEDAW0015,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,30,17,3,2,Ensure that those offenders who commit trafficking are punished,1,.,.,,0,0,0,0,1,1,,17,,,,,,,,,,,,,,,,,,,,,,CEDAW0016,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,31,18,3,3,Guarantee legal aid to victims of trafficking,1,.,.,,0,0,0,0,1,1,,18,,,,,,,,,,,,,,,,,,,,,,CEDAW0017,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,32,19,5,3,Amend Penal Code to the effect that victims will not be subjected to prosecution or punishment for trafficking and that internal trafficking will also be covered under the criminal offence of trafficking in human beings,1,.,.,,0,1,0,0,0,0,,19,,,,,,,,,,,,,,,,,,,,,,CEDAW0018,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,33,20,4,3,Stengthen preventive measures for trafficking victims (educational opportunities for disadvantaged groups),1,.,.,,0,0,1,0,0,0,,20,,,,,,,,,,,,,,,,,,,,,,CEDAW0019,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,34,21,6,3,"Introduce exit programs, including social support and rehabilitation programs to diminish chances of retrafficking",1,.,.,,0,0,0,0,1,1,,21,,,,,,,,,,,,,,,,,,,,,,CEDAW0020,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,35,22,4,2,Raise awareness of the importance of education for the empowerment of women and take concrete comprehensive steps to overcome traditional attitudes and other obstacles to the education of girls and women,1,.,.,,0,0,0,0,1,1,,22,,,,,,,,,,,,,,,,,,,,,,CEDAW0021,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,37,23,6,3,"Enhance temporary measures currently in place in the form of quotas, in order to ensure the representation of women in high-level positions in universities and other educational institutions",1,.,.,,0,0,1,0,0,0,,23,,,,,,,,,,,,,,,,,,,,,,CEDAW0022,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,38,24,1,3,"Include information in next report on the educational situation and opportunities of disabled women and girls, paritcularly Roma women and girls",1,.,.,,0,333,1,0,333,0,,24,,,,,,,,,,,,,,,,,,,,,,CEDAW0023,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,39,25,6,3,"Ensure de facto equal opportunities for women and men in the labour market through the use of temporary speical measures, including in respect of women who have been without work since the transitional period and are without adequate social insurance, so as to avoid them having to rely on social assistance when reaching the pension age.",1,.,.,,0,0,0,0,1,1,,25,,,,,,,,,,,,,,,,,,,,,,CEDAW0024,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,40,26,2,2,Monitor closely the situation of women working in the informal sector or at home,1,.,.,,0,1,0,0,1,0,,26,,,,,,,,,,,,,,,,,,,,,,CEDAW0025,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,41,27,6,2,introduce employment-related measures to make sure women have access to full-time and permanent jobs with adequate social benefits if they wish,1,.,.,,0,0,0,0,0,1,,27,,,,,,,,,,,,,,,,,,,,,,CEDAW0026,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,42,28,6,3,Strengthen special training programmes for different groups of unemployed women,1,.,.,,0,1,0,0,1,0,,28,,,,,,,,,,,,,,,,,,,,,,CEDAW0027,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,43,29,6,3,Effective measures allowing for the reconciliation of family and professional responsibilities be strengthened,1,.,.,,0,0,0,1,0,1,,29,,,,,,,,,,,,,,,,,,,,,,CEDAW0028,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,44,30,4,2," Promote sharing of domestic and family responsibilities between men and women through further awareness-raising and education initiatives for both women and men on the adequate sharing of care of children and other dependent family members, and domestic tasks.",1,.,.,,1,0,0,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,CEDAW0029,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,45,31,2,2,Review the issue of wage differentials between women and men and to avail itself of existing research and practice with regard to equal pay for equal work or work of equal value in order to overcome the pay gap,1,.,.,,0,0,0,1,0,0,,31,,,,,,,,,,,,,,,,,,,,,,CEDAW0030,CEDAW
Albania,339,9/17/14,2010,Forty-sixth session,CEDAW/C/ALB/CO/3,third periodic report,equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,46,32,2,2,"Stengthen labour inspection measures in order to ensure better implementation of the labour code, particularly with respect to harzardous workplaces occupied by women, women working at home or in the informal sector and sexual harassment at the workplace",1,.,.,,0,0,0,0,1,1,,32,,,,,,,,,,,,,,,,,,,,,,CEDAW0031,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,69,33,5,3,"Ensure the adoption of a comprehensive law addressing all forms of violence against women, establishing measure to prevent and combat them",1,.,.,,0,1,0,1,1,0,,33,,,,,,,,,,,,,,,,,,,,,,CEDAW0032,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,70,34,5,3,"Amend the Criminal Code to criminalize all forms of violence against women including sexual violence and stalking, and establish measures to provide victims with redress",1,.,.,,0,0,1,0,0,0,,34,,,,,,,,,,,,,,,,,,,,,,CEDAW0033,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,71,35,8,1,Strengthen efforts to prevent violence against women including by conducting awareness-raising and education campaigns to inform women and girls about their right to be free from violence and about available support and legal remedies for victims,1,.,.,,999,1,999,999,999,999,,35,,,,,,,,,,,,,,,,,,,,,,CEDAW0034,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,72,36,3,3,Provide adequate assistance to women victims of violence and ensure that victims have legal remedies (restraining orders),1,.,.,1,0,0,1,0,0,0,,36,,,,,,,,,,,,,,,,,,,,,,CEDAW0035,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,72,37,6,3,Provide adequate assistance to women victims of violence and ensure that victims have legal remedies ( shelters and medical and psychosocial support),1,.,.,3,0,1,0,1,1,0,,37,,,,,,,,,,,,,,,,,,,,,,CEDAW0036,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,73,38,6,3,Provide public funding to NGOs to operate shelters (VAW),1,.,.,,0,0,1,0,0,0,,38,,,,,,,,,,,,,,,,,,,,,,CEDAW0037,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,74,39,6,3,"Provide training to police on gender-sensitive methods for investigating cases of violence against women and for providing age- appropriate advice to victims, taking into consideration their socioeconomic situation",1,.,.,,0,0,0,0,0,1,,39,,,,,,,,,,,,,,,,,,,,,,CEDAW0038,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,75,40,1,3,Accelerate the ratification of the Council fo Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,1,.,.,,0,1,0,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,CEDAW0039,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,76,41,3,3,Undertake investigations into possible cases of trafficking in women and girls,1,.,.,,0,1,0,0,0,0,,41,,,,,,,,,,,,,,,,,,,,,,CEDAW0040,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,77,42,1,3,Provide information in next periodic report on investigations into possible cases of trafficking in women and girls,1,.,.,,0,1,0,0,0,0,,42,,,,,,,,,,,,,,,,,,,,,,CEDAW0041,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,78,43,8,3,"Adopt a national action plan against trafficking in human beings (particularly women and girls), including strategies for the prevention of trafficking and forced prostitution, measures aimed at identifying victims of trafficking and mechanisms to protect them and provide them with adequate support and redress",1,.,.,,0,0,1,0,0,0,,43,,,,,,,,,,,,,,,,,,,,,,CEDAW0042,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,79,44,4,3,Conduct awareness raising campaigns about the criminal nature and risks of trafficking and forced prostitution of women and girls,1,.,.,,0,0,0,0,1,1,,44,,,,,,,,,,,,,,,,,,,,,,CEDAW0043,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,80,45,5,3,"Amend Criminal Code with a view to specifically criminalizing trafficking in human beings in particular women and girls, and forced prostitution",1,.,.,,0,1,0,0,1,0,,45,,,,,,,,,,,,,,,,,,,,,,CEDAW0044,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,81,46,6,3,Strengthen bilateral and regional cooperation mechanisms in order to prevent trafficking in women and girls,1,.,.,,0,333,1,0,0,0,,46,,,,,,,,,,,,,,,,,,,,,,CEDAW0045,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Violence against women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,82,47,3,2,"protect victims and prosecute traffickers, within the framework of existing regional treaties",1,.,.,,0,0,0,0,0,1,,47,,,,,,,,,,,,,,,,,,,,,,CEDAW0046,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,83,48,6,3,Adopt temporary special measures aimed at advancing women in political life and in leadership positions and ensure that such measures are swiftly implemented,1,.,.,,0,333,1,0,0,0,,48,,,,,,,,,,,,,,,,,,,,,,CEDAW0047,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,84,49,6,3,Provide incentives for political parties to nominate equal numbers of women and men as candidates,1,.,.,,0,0,0,0,0,1,,49,,,,,,,,,,,,,,,,,,,,,,CEDAW0048,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,85,50,6,3,Strengthen targeted training and mentoring programs on leadership and negotiation skills for current and potential women candidates,1,.,.,,0,0,0,0,0,1,,50,,,,,,,,,,,,,,,,,,,,,,CEDAW0049,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,86,51,4,3,Provide training and capacity-building for women to enable them to enter public office,1,.,.,,0,0,0,0,0,1,,51,,,,,,,,,,,,,,,,,,,,,,CEDAW0050,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,87,52,4,3,Enhance campaigns to raise awareness of the importance of women's full and equal participation in political and public life,1,.,.,,0,0,0,0,0,1,,52,,,,,,,,,,,,,,,,,,,,,,CEDAW0051,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,88,53,2,3,Periodicially assess the representation of women in the higher level of public administartion with a  view to identifying and removing  barriers to their equal participation,1,.,.,,0,1,0,0,1,0,,53,,,,,,,,,,,,,,,,,,,,,,CEDAW0052,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in public life,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,89,54,6,3,"Provide training for politicians, journalists, teachers and local officials to promote understanding of the right of women to equal participation in political and public life",1,.,.,,0,0,0,0,1,1,,54,,,,,,,,,,,,,,,,,,,,,,CEDAW0053,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,90,55,2,3,"Set up a system for collecting statistical data, disaggregated by sex and age, on the access of women and girls to equal education",1,.,.,,0,0,1,0,0,0,,55,,,,,,,,,,,,,,,,,,,,,,CEDAW0054,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,91,56,4,3,"Implement a strategy to promote the enrollment of women in vocational education and training in traditionally male-dominated fields of study, through career counseling and providing incentives for girls to choose non-traditional careers",1,.,.,,0,0,0,1,1,1,,56,,,,,,,,,,,,,,,,,,,,,,CEDAW0055,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in education,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,92,57,4,3,"Ensure that school curricula, academic programes and professional training for teachers cover women's rights and promote gender equality",1,.,.,,0,0,0,0,1,1,,57,,,,,,,,,,,,,,,,,,,,,,CEDAW0056,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality for disadvantaged women,1,,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,95,58,4,1,combat discrimination against school girls on the basis of sex and disability,1,.,.,,999,999,999,999,999,1,,58,,,,,,,,,,,,,,,,,,,,,,CEDAW0057,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,96,59,1,3,Become a member of ILO,1,.,.,,1,0,0,0,0,0,,59,,,,,,,,,,,,,,,,,,,,,,CEDAW0058,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,97,60,1,1,"Consider ratifying core ILO conventions (100, 111, 156)",1,.,.,,1,0,0,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,CEDAW0059,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,98,61,5,3,Adopt a legislative framework and specific measures to recognize the principle of equal pay for work of equal value,1,.,.,,0,0,0,0,0,1,,61,,,,,,,,,,,,,,,,,,,,,,CEDAW0060,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,99,62,6,1,adopt policies to achieve substantive equality of women and men in the labour market,1,.,.,,999,999,999,999,999,1,,62,,,,,,,,,,,,,,,,,,,,,,CEDAW0061,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,100,63,8,1,Eliminate occupational segregation and close the gender pay gap,1,.,.,,999,999,1,999,999,333,,63,,,,,,,,,,,,,,,,,,,,,,CEDAW0062,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,101,64,6,2,"Design and implement measures to enable women and men to reconcile work and family life, including paid parental leave",1,.,.,,0,0,0,1,1,0,,64,,,,,,,,,,,,,,,,,,,,,,CEDAW0063,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,102,65,2,2,Adopt measures to regulate and monitor the situation of women domestic workers,1,.,.,,0,0,1,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,CEDAW0064,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,Equality in employment,,1,1,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,103,66,3,2,ensure that complaint mechanisms and other remedies are available to women domestic workers,1,.,.,,0,0,1,0,0,0,,66,,,,,,,,,,,,,,,,,,,,,,CEDAW0065,CEDAW
Andorra,232,10/29/17,2013,Fifty-sixth session,CEDAW/C/AND/CO/2-3,combined second and third periodic reports,"violence against women, equality in employment",1,1,2,1,Concluding Comments of the Committee on the Elimination of Discrimination Against Women,104,67,6,3,"Prohibit sexual harassment, train and raise the awareness of labour inspectors regarding exploitative practices in the workplace, and prosecute and sanction offenders",1,.,.,,0,333,1,0,333,0,,67,,,,,,,,,,,,,,,,,,,,,,CEDAW0066,CEDAW
